p_feasible,fidelity,conditional_fidelity,entropy,min_conditional_probability,coverage,identity,instance_id,condition,family,support,selected_depth,final_loss,evaluated_depths,converged,compile_seconds,optimize_seconds,process_peak_rss_mb
0.9994658983947131,0.9994597394854811,0.9999938377995268,0.9999917683101067,0.33190909601383534,1.0,789645dd883c20db3455797db345188394be1881a5c8de4d75e13819f7741f8c,a_5_equality_02,lambda_2,equality,5,2,0.0005464260062333359,2,True,0.002532176673412323,3.469587216619402,2171.203125
0.9939519095297936,0.6686257903527406,0.6726943063764984,0.9508221908927643,0.24725910929905115,1.0,7a3d7b1c8771002f7b97085c71872069f12d2cca53ff15551a9fdb6d349e08a6,a_5_equality_03,feasibility,equality,5,1,-0.987903819059587,8,False,54.21338925557211,40.06895337346941,2175.0546875
0.9999590431498859,0.9999500422407267,0.9999909987221768,0.9999838332313812,0.33104154409528086,1.0,6daaa4f75d0d3ebed1accffc0a618ca56a3ddc617ee78bf8144d358426aa9e3e,a_5_equality_03,fidelity,equality,5,2,4.9957759273466795e-05,2,True,0.0021704374812543392,3.4042953243479133,2175.0546875
0.99980295728865,0.9997989621489213,0.999996004072903,0.9999930693077649,0.33149466081189866,1.0,2d4fc3f8e042c1bf1361d9af5f024dc437e2c40c392161d6d5a0ddaeb3b8ba1e,a_5_equality_03,lambda_0.5,equality,5,2,0.00019904067489873167,2,True,0.0020166398026049137,3.4460396664217114,2175.0546875
0.9998135441252259,0.9997735943772047,0.9999600428017243,0.9999472318088581,0.32829648856926746,1.0,63363cf4009d0b0090f0a2911a212531fdc13cee0000db2c0c7619f7f54a8dfc,a_5_equality_03,lambda_1,equality,5,2,0.0002264130730496028,2,True,0.0022468818351626396,3.4560269098728895,2175.0546875
0.9995501381209984,0.9995360151841745,0.9999858707069458,0.9999785133783937,0.33012433467961927,1.0,fe2ec9098e8bfc74178198bf78383450d36ef61e49ee048e28697886e8f38abd,a_5_equality_03,lambda_2,equality,5,2,0.0004781204651091997,2,True,0.0019211787730455399,3.5021183020435274,2175.0546875
0.9999999999784078,0.14056606728597948,0.1405660672890146,0.8872084862068017,0.004423420172818189,1.0,ea05a7f9a961f321364b61823630b6a23c3dfeac448b8c6c04adccaae190c88c,a_5_mixed_01,feasibility,mixed,5,4,-0.9999999999568159,8,False,52.72870150255039,40.336946826428175,2176.96875
0.9997465385033691,0.9995938450444682,0.9998472678293745,0.9999371100344231,0.04174557477886171,1.0,090aa191d90b309fde5a70f7a4ad7120396a33da670711f8739ffbbb4d4cf1d5,a_5_mixed_01,fidelity,mixed,5,2,0.00040615495553224305,2,True,0.0024003800936043262,3.53802750678733,2176.96875
0.9999995241318311,0.9999935706634383,0.9999940465287741,0.9999972380068177,0.04297297698250649,1.0,f03ea6792958201499b080fa6d765176a720d7331d2273c2e925cfe679956f53,a_5_mixed_01,lambda_0.5,mixed,5,3,3.452603781650687e-06,3,True,0.004205166362226009,6.861065202858299,2176.96875
0.9999997704126394,0.9999978669313454,0.999998096518269,0.9999995581811809,0.043346154722358914,1.0,a66bac781f099892398fb659a16422461389afcc1e23af1cac62a2a8687c5439,a_5_mixed_01,lambda_1,mixed,5,3,2.133069091803108e-06,3,True,0.0034873224794864655,6.778093392495066,2176.96875
0.9999908496450787,0.9999896058334137,0.9999987561769536,0.9999996140888214,0.04335514086292099,1.0,f32c9a04ad9f8204cdd67212caca03a04f1fbd65155771715183399b8f303658,a_5_mixed_01,lambda_2,mixed,5,3,1.163800101466883e-05,3,True,0.0037943827919662,6.7950485069304705,2176.96875
0.9999227605618376,0.4373082642968379,0.43734204435062835,0.6220902558213898,0.0005176102457036357,1.0,db3b5feb6f33e3f0b237cffd91724295e14c79ad9c56a4f5e27edcf4d55ae1d8,a_5_mixed_02,feasibility,mixed,5,1,-0.9998455211236752,8,False,53.2558120903559,40.60406185826287,2176.80078125
0.9999932015834931,0.9999926793648634,0.99999947777782,0.9999997462276534,0.09068049883937623,1.0,83a9bf492df8fdd83db7d6094d0dcb293829700905287ceb441d8b26892d153d,a_5_mixed_02,fidelity,mixed,5,3,7.320635136927954e-06,3,True,0.0035753054544329643,6.778068711049855,2176.80078125
0.9999871056811803,0.9999793151711684,0.9999922093895335,0.999995304511585,0.0902200981480246,1.0,17d1142624c9c0c966f317749638eeec70023d4a41297b85b375cadadfa532b7,a_5_mixed_02,lambda_0.5,mixed,5,3,1.6789624052993002e-05,3,True,0.004060560837388039,6.869367401115596,2176.80078125
0.9999722223090239,0.9999646936815005,0.9999924711633429,0.9999975316703963,0.0903654094327986,1.0,df390445194bf144e620b662fbe919344d733fd750e701fb180017dc2cca0486,a_5_mixed_02,lambda_1,mixed,5,3,3.5306527632839035e-05,3,True,0.0035589132457971573,6.911932986229658,2176.80078125
0.9998653007501078,0.9998608471541377,0.999995545804053,0.999997429703855,0.09033608169538575,1.0,14082a5744c9b8dc54f5478e5814bab2d38cb25eebd9bf6a16bcac988eb0976c,a_5_mixed_02,lambda_2,mixed,5,3,0.00014360764178622532,3,True,0.003409116994589567,6.8911171071231365,2176.80078125
0.9999998054527939,0.42137353002322075,0.42137361200027973,0.8362169717555953,1.2021151625222733e-08,0.7857142857142857,f713b77a974fd6b4adb3afcecc3f939fda281d4b5ca16a23f2a39349f0ebfb0e,a_5_positive_01,feasibility,positive,5,1,-0.9999996109055878,8,False,32.442596945911646,25.41035261703655,1559.3203125
0.9999257344042305,0.9998714074969717,0.9999456690578213,0.999969043707083,0.06961002192192522,1.0,d923ec80c72b6300e97e381d3e070a27de11636206c161461e99abbbc89a1892,a_5_positive_01,fidelity,positive,5,3,0.0001285925030281576,3,True,0.0033325999975204468,4.525351005606353,1559.3203125
0.9995719871220722,0.9992816727282315,0.9997095612946533,0.9998374921141006,0.06854239505166244,1.0,176e4e8dfe73ce4f9723fa70f868028bc3cf7a2a2f7b594c4a522715e5c64cbe,a_5_positive_01,lambda_0.5,positive,5,3,0.0005732322306011839,3,True,0.0032620709389448166,4.512084765825421,1559.3203125
0.9999140629517714,0.9998340110147879,0.999919941182998,0.9999719012259494,0.06974704843405564,1.0,c64afd86a285fdf1f905e5f30b9cecfed87aceb153849b844bc8d02d08422ad1,a_5_positive_01,lambda_1,positive,5,3,0.00016599586523080578,3,True,0.0025273719802498817,4.505975456908345,1559.3203125
0.9995898168684769,0.9995591102528378,0.9999692807838566,0.999993435707794,0.07051057173208293,1.0,4c39f7614d4c98f1832ccbb69230f5d1b6dc41ebd73b3aba5ae67add4a2cd6ba,a_5_positive_01,lambda_2,positive,5,3,0.00047162156380964326,3,True,0.002745141740888357,4.5268722819164395,1566.68359375
0.9999956557288996,0.632743805594163,0.6327465544167332,0.9084255081730199,3.02108778755558e-06,0.9090909090909091,61a0bef18af1b089d498df567aaec938f8690cca6b8adce06a52931cbf253735,a_5_positive_02,feasibility,positive,5,1,-0.9999913114577992,8,False,52.662182706873864,39.90237840078771,2174.6015625
0.9999989361989188,0.9999980096173563,0.9999990734174519,0.9999996738032154,0.09074090149459493,1.0,e025a3c999bfd667b6e2120ddd8879574845f2f56af9dcef88e65ead8a8f3da8,a_5_positive_02,fidelity,positive,5,3,1.990382643966711e-06,3,True,0.0033879047259688377,6.766442977357656,2174.6015625
0.9999420758774485,0.9998574231674067,0.9999153423862401,0.9999737240765877,0.08954787210866981,1.0,c6887f8e936ca9d56ebafa3aab69905825c5c9255a5dfdb1bc447b416a7c2e3d,a_5_positive_02,lambda_0.5,positive,5,3,0.0001002529294314436,3,True,0.0034461496397852898,6.768539928365499,2174.6015625
0.9999897541358862,0.9999878688947444,0.9999981147395421,0.9999991642195732,0.09055391937836942,1.0,293277442ed50d9d6212f8921390a592819a784a9444f69b3d8b1c34feb77bcd,a_5_positive_02,lambda_1,positive,5,3,1.2131124571657104e-05,3,True,0.003997839987277985,6.8175668003968894,2174.8203125
0.9992815762937721,0.9992660983445489,0.9999845109230567,0.9999950605107684,0.09005112878217893,1.0,c5c3b60f8621dedd8abaeebb560e5e7cf399d3c79ff7072cfda6fc16cc8ea563,a_5_positive_02,lambda_2,positive,5,3,0.0007494018601146291,3,True,0.0036204340867698193,6.841403908096254,2175.0390625
0.9999999993105845,0.17966193781377512,0.17966193793763685,0.8469091987761017,0.00036412797492979467,1.0,618decd797a9eb727113d8ef73c11fee1c4dcca12648ce677f54fdd964670be2,a_5_quadratic_01,feasibility,quadratic,5,1,-0.9999999986211687,8,False,25.19679835624993,19.025921383872628,1355.49609375
0.9999880462686641,0.9999613749660504,0.9999733283785609,0.9999941686341096,0.045048874061649674,1.0,b8c8d85eddfde190dfaf13e52d1f873304e9e199a6c2e21533b8af0b9abf2f67,a_5_quadratic_01,fidelity,quadratic,5,2,3.8625033949562065e-05,2,True,0.0015996373258531094,1.8230723054148257,1355.49609375
0.9999882159466579,0.9999357219839897,0.9999475054187329,0.999982925914286,0.044789656629702794,1.0,677fb4850fabe6058b92adb05f5a8bc96e1aa92d38b2c4182eb01940fd7f81ff,a_5_quadratic_01,lambda_0.5,quadratic,5,2,3.8031343975786225e-05,2,True,0.0015731872990727425,1.7879131357185543,1355.49609375
